Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
13515,20-07-2023 09:00,07-18-2023 02:00,18-07-2023 14:18,Chennai,516,EXTORTION,34,F,Poison,Other Crime,10,No,
13516,19-07-2023 18:00,07-18-2023 03:00,18-07-2023 12:54,Kolkata,457,TRAFFIC VIOLATION,76,F,Poison,Traffic Fatality,1,No,
13517,19-07-2023 11:00,07-18-2023 04:00,18-07-2023 06:49,Ghaziabad,341,CYBERCRIME,22,F,Poison,Other Crime,2,No,
13518,18-07-2023 17:00,07-18-2023 05:00,19-07-2023 00:40,Delhi,295,VEHICLE - STOLEN,36,F,Firearm,Violent Crime,5,No,
13519,20-07-2023 11:00,07-18-2023 06:00,18-07-2023 06:42,Kolkata,119,COUNTERFEITING,75,M,Knife,Other Crime,19,No,
13520,19-07-2023 07:00,07-18-2023 07:00,18-07-2023 13:17,Pune,388,TRAFFIC VIOLATION,38,F,Firearm,Traffic Fatality,7,Yes,13-08-2023 07:00
13521,19-07-2023 06:00,07-18-2023 08:00,18-07-2023 21:07,Jaipur,528,SHOPLIFTING,29,M,Firearm,Other Crime,18,Yes,16-08-2023 06:00
13522,20-07-2023 11:00,07-18-2023 09:00,19-07-2023 07:49,Agra,510,VEHICLE - STOLEN,79,M,Explosives,Violent Crime,2,Yes,26-08-2023 11:00
13523,19-07-2023 18:00,07-18-2023 10:00,19-07-2023 05:13,Hyderabad,184,VANDALISM,46,F,Poison,Other Crime,13,Yes,24-09-2023 18:00
13524,19-07-2023 23:00,07-18-2023 11:00,18-07-2023 22:00,Delhi,159,DRUG OFFENSE,66,M,None,Other Crime,4,Yes,08-09-2023 23:00
13525,19-07-2023 04:00,07-18-2023 12:00,19-07-2023 11:17,Mumbai,562,IDENTITY THEFT,31,M,Explosives,Violent Crime,2,Yes,15-08-2023 04:00
13526,19-07-2023 05:00,07-18-2023 13:00,18-07-2023 13:32,Agra,375,SEXUAL ASSAULT,42,F,None,Violent Crime,10,Yes,16-05-2025 05:00
13527,19-07-2023 10:00,07-18-2023 14:00,18-07-2023 17:39,Faridabad,577,FRAUD,14,F,Other,Other Crime,1,No,
13528,19-07-2023 18:00,07-18-2023 15:00,19-07-2023 04:37,Bangalore,132,BURGLARY,62,F,Blunt Object,Other Crime,5,No,
13529,20-07-2023 06:00,07-18-2023 16:00,19-07-2023 09:42,Delhi,331,VEHICLE - STOLEN,24,F,Explosives,Violent Crime,5,Yes,16-08-2023 06:00
13530,19-07-2023 08:00,07-18-2023 17:00,19-07-2023 03:22,Pune,155,DRUG OFFENSE,76,F,None,Other Crime,18,Yes,09-10-2023 08:00
13531,19-07-2023 06:00,07-18-2023 18:00,19-07-2023 16:14,Mumbai,442,ROBBERY,67,F,None,Violent Crime,1,No,
13532,19-07-2023 17:00,07-18-2023 19:00,19-07-2023 08:28,Visakhapatnam,360,ILLEGAL POSSESSION,45,F,Explosives,Other Crime,12,No,
13533,20-07-2023 04:00,07-18-2023 20:00,19-07-2023 18:28,Visakhapatnam,567,KIDNAPPING,28,F,Blunt Object,Other Crime,11,Yes,02-09-2023 04:00
13534,20-07-2023 15:00,07-18-2023 21:00,19-07-2023 02:13,Surat,536,SEXUAL ASSAULT,53,F,Knife,Violent Crime,14,Yes,19-10-2024 15:00
13535,20-07-2023 22:00,07-18-2023 22:00,19-07-2023 12:56,Delhi,198,ARSON,17,F,Blunt Object,Fire Accident,11,Yes,21-08-2023 22:00
13536,20-07-2023 23:00,07-18-2023 23:00,19-07-2023 03:55,Mumbai,475,KIDNAPPING,56,F,Firearm,Other Crime,14,No,
13537,19-07-2023 08:00,07-19-2023 00:00,19-07-2023 20:26,Mumbai,176,SHOPLIFTING,78,F,None,Other Crime,19,Yes,30-07-2023 08:00
13538,19-07-2023 18:00,07-19-2023 01:00,19-07-2023 05:54,Delhi,369,ILLEGAL POSSESSION,53,F,Poison,Other Crime,11,No,
13539,20-07-2023 13:00,07-19-2023 02:00,19-07-2023 09:19,Delhi,428,SHOPLIFTING,12,F,Firearm,Other Crime,2,Yes,11-08-2023 13:00
13540,20-07-2023 09:00,07-19-2023 03:00,19-07-2023 03:53,Hyderabad,306,ILLEGAL POSSESSION,30,F,Knife,Other Crime,7,No,
13541,20-07-2023 04:00,07-19-2023 04:00,19-07-2023 14:46,Ludhiana,576,ILLEGAL POSSESSION,50,M,Knife,Other Crime,17,Yes,05-09-2023 04:00
13542,20-07-2023 14:00,07-19-2023 05:00,19-07-2023 23:50,Ghaziabad,577,VANDALISM,75,M,Poison,Other Crime,17,No,
13543,21-07-2023 10:00,07-19-2023 06:00,19-07-2023 06:17,Delhi,517,PUBLIC INTOXICATION,27,F,Poison,Other Crime,10,Yes,26-07-2023 10:00
13544,19-07-2023 21:00,07-19-2023 07:00,19-07-2023 13:39,Visakhapatnam,572,BURGLARY,63,F,None,Other Crime,4,Yes,02-01-2024 21:00
13545,19-07-2023 20:00,07-19-2023 08:00,19-07-2023 21:40,Pune,405,ROBBERY,26,M,Knife,Violent Crime,8,Yes,29-08-2023 20:00
13546,19-07-2023 20:00,07-19-2023 09:00,20-07-2023 04:00,Delhi,183,SEXUAL ASSAULT,50,M,Knife,Violent Crime,18,No,
13547,22-07-2023 09:00,07-19-2023 10:00,19-07-2023 12:29,Mumbai,590,HOMICIDE,12,M,Blunt Object,Other Crime,7,No,
13548,22-07-2023 08:00,07-19-2023 11:00,19-07-2023 19:29,Bangalore,582,COUNTERFEITING,29,M,None,Other Crime,18,Yes,04-10-2023 08:00
13549,21-07-2023 16:00,07-19-2023 12:00,19-07-2023 15:35,Lucknow,250,SHOPLIFTING,12,F,None,Other Crime,1,No,
13550,19-07-2023 15:00,07-19-2023 13:00,20-07-2023 12:19,Bhopal,253,KIDNAPPING,38,M,Knife,Other Crime,14,Yes,04-10-2023 15:00
13551,21-07-2023 09:00,07-19-2023 14:00,20-07-2023 09:20,Chennai,214,HOMICIDE,29,M,Other,Other Crime,16,Yes,02-08-2024 09:00
13552,22-07-2023 05:00,07-19-2023 15:00,19-07-2023 22:59,Pune,212,FIREARM OFFENSE,66,F,None,Fire Accident,16,No,
13553,21-07-2023 09:00,07-19-2023 16:00,19-07-2023 16:34,Mumbai,260,ROBBERY,62,M,Other,Violent Crime,14,Yes,24-12-2023 09:00
13554,22-07-2023 09:00,07-19-2023 17:00,20-07-2023 03:13,Delhi,526,EXTORTION,79,F,Firearm,Other Crime,15,No,
13555,22-07-2023 10:00,07-19-2023 18:00,20-07-2023 01:40,Chennai,175,KIDNAPPING,54,F,Firearm,Other Crime,14,No,
13556,20-07-2023 04:00,07-19-2023 19:00,20-07-2023 08:50,Chennai,462,IDENTITY THEFT,36,F,Firearm,Violent Crime,19,No,
13557,20-07-2023 21:00,07-19-2023 20:00,20-07-2023 09:12,Surat,310,ARSON,67,M,Firearm,Fire Accident,19,No,
13558,20-07-2023 18:00,07-19-2023 21:00,20-07-2023 04:17,Bangalore,461,COUNTERFEITING,52,M,Blunt Object,Other Crime,14,No,
13559,21-07-2023 20:00,07-19-2023 22:00,20-07-2023 01:47,Surat,296,VANDALISM,45,F,Firearm,Other Crime,15,No,
13560,20-07-2023 05:00,07-19-2023 23:00,20-07-2023 05:09,Delhi,540,EXTORTION,78,F,None,Other Crime,13,No,
13561,22-07-2023 05:00,07-20-2023 00:00,20-07-2023 06:59,Visakhapatnam,541,VANDALISM,70,F,Other,Other Crime,11,No,
13562,23-07-2023 00:00,07-20-2023 01:00,20-07-2023 02:27,Kolkata,582,PUBLIC INTOXICATION,13,M,Explosives,Other Crime,19,No,
13563,20-07-2023 16:00,07-20-2023 02:00,21-07-2023 00:52,Thane,530,CYBERCRIME,43,M,Explosives,Other Crime,9,Yes,09-10-2023 16:00
13564,22-07-2023 04:00,07-20-2023 03:00,20-07-2023 04:43,Agra,301,KIDNAPPING,34,F,Knife,Other Crime,9,Yes,24-08-2023 04:00
13565,22-07-2023 21:00,07-20-2023 04:00,21-07-2023 00:55,Agra,193,BURGLARY,11,F,Explosives,Other Crime,8,No,
13566,22-07-2023 06:00,07-20-2023 05:00,20-07-2023 07:40,Vasai,490,KIDNAPPING,54,F,Poison,Other Crime,14,Yes,12-09-2023 06:00
13567,21-07-2023 00:00,07-20-2023 06:00,20-07-2023 20:53,Nagpur,531,CYBERCRIME,17,F,Other,Other Crime,8,Yes,11-10-2023 00:00
13568,21-07-2023 01:00,07-20-2023 07:00,20-07-2023 17:21,Mumbai,238,TRAFFIC VIOLATION,24,F,Blunt Object,Traffic Fatality,19,Yes,03-08-2023 01:00
13569,22-07-2023 22:00,07-20-2023 08:00,20-07-2023 23:09,Nagpur,208,EXTORTION,18,F,Explosives,Other Crime,8,Yes,16-10-2023 22:00
13570,21-07-2023 23:00,07-20-2023 09:00,20-07-2023 21:23,Pune,203,ILLEGAL POSSESSION,73,M,Poison,Other Crime,4,No,
13571,22-07-2023 10:00,07-20-2023 10:00,20-07-2023 20:45,Bangalore,284,ILLEGAL POSSESSION,61,F,Poison,Other Crime,11,No,
13572,22-07-2023 05:00,07-20-2023 11:00,20-07-2023 19:28,Agra,482,VEHICLE - STOLEN,72,M,Other,Violent Crime,5,Yes,26-09-2023 05:00
13573,21-07-2023 08:00,07-20-2023 12:00,20-07-2023 13:06,Delhi,551,PUBLIC INTOXICATION,22,F,None,Other Crime,16,Yes,04-08-2023 08:00
13574,22-07-2023 08:00,07-20-2023 13:00,20-07-2023 17:50,Pune,280,DRUG OFFENSE,17,F,Explosives,Other Crime,2,Yes,14-09-2023 08:00
13575,21-07-2023 21:00,07-20-2023 14:00,21-07-2023 01:58,Chennai,378,COUNTERFEITING,45,F,Explosives,Other Crime,11,No,
13576,22-07-2023 22:00,07-20-2023 15:00,20-07-2023 20:12,Delhi,562,KIDNAPPING,40,F,Firearm,Other Crime,1,Yes,11-08-2023 22:00
13577,21-07-2023 06:00,07-20-2023 16:00,20-07-2023 17:30,Faridabad,538,COUNTERFEITING,74,F,Blunt Object,Other Crime,4,Yes,26-08-2023 06:00
13578,20-07-2023 21:00,07-20-2023 17:00,20-07-2023 19:14,Ahmedabad,306,DOMESTIC VIOLENCE,41,M,Other,Violent Crime,12,No,
13579,22-07-2023 23:00,07-20-2023 18:00,21-07-2023 05:53,Mumbai,456,SHOPLIFTING,17,F,Knife,Other Crime,13,Yes,17-10-2023 23:00
13580,22-07-2023 07:00,07-20-2023 19:00,21-07-2023 06:13,Agra,135,ASSAULT,43,F,Firearm,Violent Crime,2,Yes,07-08-2023 07:00
13581,23-07-2023 14:00,07-20-2023 20:00,21-07-2023 02:58,Ludhiana,593,ROBBERY,74,M,Blunt Object,Violent Crime,14,Yes,18-09-2023 14:00
13582,21-07-2023 07:00,07-20-2023 21:00,21-07-2023 16:40,Lucknow,472,DRUG OFFENSE,56,M,Other,Other Crime,19,Yes,01-08-2023 07:00
13583,22-07-2023 18:00,07-20-2023 22:00,20-07-2023 22:36,Surat,337,EXTORTION,60,F,Other,Other Crime,17,Yes,12-09-2023 18:00
13584,22-07-2023 18:00,07-20-2023 23:00,21-07-2023 01:27,Mumbai,170,ARSON,34,F,Other,Fire Accident,2,No,
13585,21-07-2023 18:00,07-21-2023 00:00,21-07-2023 01:33,Delhi,518,PUBLIC INTOXICATION,59,M,Blunt Object,Other Crime,18,Yes,24-07-2023 18:00
13586,21-07-2023 21:00,07-21-2023 01:00,21-07-2023 12:58,Thane,592,BURGLARY,72,M,Firearm,Other Crime,10,No,
13587,22-07-2023 00:00,07-21-2023 02:00,21-07-2023 22:46,Mumbai,342,PUBLIC INTOXICATION,78,M,Firearm,Other Crime,1,No,
13588,22-07-2023 12:00,07-21-2023 03:00,21-07-2023 10:59,Delhi,398,DOMESTIC VIOLENCE,26,M,Explosives,Violent Crime,3,Yes,20-08-2023 12:00
13589,23-07-2023 20:00,07-21-2023 04:00,21-07-2023 11:49,Rajkot,157,ASSAULT,28,F,Firearm,Violent Crime,7,Yes,13-09-2023 20:00
13590,23-07-2023 02:00,07-21-2023 05:00,21-07-2023 17:03,Bangalore,220,EXTORTION,64,F,Poison,Other Crime,9,No,
13591,23-07-2023 11:00,07-21-2023 06:00,21-07-2023 23:38,Hyderabad,447,ROBBERY,56,F,Poison,Violent Crime,4,Yes,17-12-2023 11:00
13592,21-07-2023 21:00,07-21-2023 07:00,22-07-2023 03:46,Bhopal,319,BURGLARY,43,F,Blunt Object,Other Crime,11,Yes,12-12-2023 21:00
13593,22-07-2023 01:00,07-21-2023 08:00,22-07-2023 05:49,Hyderabad,109,EXTORTION,31,M,Other,Other Crime,4,Yes,07-10-2023 01:00
13594,21-07-2023 14:00,07-21-2023 09:00,21-07-2023 11:51,Jaipur,242,VEHICLE - STOLEN,16,M,Blunt Object,Violent Crime,4,Yes,02-10-2023 14:00
13595,21-07-2023 22:00,07-21-2023 10:00,21-07-2023 22:25,Kolkata,461,IDENTITY THEFT,45,M,Firearm,Violent Crime,17,Yes,24-08-2023 22:00
13596,23-07-2023 12:00,07-21-2023 11:00,22-07-2023 09:35,Delhi,171,ROBBERY,53,F,Other,Violent Crime,16,No,
13597,23-07-2023 22:00,07-21-2023 12:00,21-07-2023 15:54,Mumbai,272,IDENTITY THEFT,57,F,None,Violent Crime,14,No,
13598,23-07-2023 12:00,07-21-2023 13:00,22-07-2023 01:42,Surat,341,TRAFFIC VIOLATION,42,F,Firearm,Traffic Fatality,7,Yes,03-08-2023 12:00
13599,24-07-2023 02:00,07-21-2023 14:00,22-07-2023 08:46,Patna,343,SHOPLIFTING,27,F,Other,Other Crime,8,No,
13600,24-07-2023 13:00,07-21-2023 15:00,22-07-2023 01:05,Ahmedabad,198,ARSON,68,F,Poison,Fire Accident,1,No,
13601,23-07-2023 23:00,07-21-2023 16:00,22-07-2023 04:17,Surat,395,DOMESTIC VIOLENCE,43,F,Firearm,Violent Crime,11,No,
13602,24-07-2023 08:00,07-21-2023 17:00,22-07-2023 01:03,Srinagar,598,ROBBERY,54,F,None,Violent Crime,5,No,
13603,24-07-2023 15:00,07-21-2023 18:00,22-07-2023 13:14,Hyderabad,460,DRUG OFFENSE,67,F,None,Other Crime,11,Yes,30-09-2023 15:00
13604,23-07-2023 04:00,07-21-2023 19:00,22-07-2023 03:58,Pune,351,EXTORTION,34,M,Poison,Other Crime,5,No,
13605,22-07-2023 21:00,07-21-2023 20:00,22-07-2023 04:55,Bangalore,172,DRUG OFFENSE,14,M,Firearm,Other Crime,17,Yes,31-08-2023 21:00
13606,24-07-2023 13:00,07-21-2023 21:00,22-07-2023 12:12,Delhi,315,VEHICLE - STOLEN,18,F,Poison,Violent Crime,9,Yes,29-09-2023 13:00
13607,23-07-2023 16:00,07-21-2023 22:00,22-07-2023 17:41,Lucknow,174,COUNTERFEITING,19,M,Explosives,Other Crime,10,Yes,28-08-2023 16:00
13608,22-07-2023 19:00,07-21-2023 23:00,22-07-2023 08:55,Kolkata,268,COUNTERFEITING,27,M,Firearm,Other Crime,5,No,
13609,22-07-2023 06:00,07-22-2023 00:00,22-07-2023 14:16,Kolkata,368,SEXUAL ASSAULT,72,F,Blunt Object,Violent Crime,13,Yes,31-07-2024 06:00
13610,24-07-2023 10:00,07-22-2023 01:00,22-07-2023 04:04,Chennai,493,EXTORTION,73,M,Explosives,Other Crime,17,No,
13611,24-07-2023 07:00,07-22-2023 02:00,22-07-2023 21:38,Patna,248,DRUG OFFENSE,66,M,Other,Other Crime,14,No,
13612,22-07-2023 10:00,07-22-2023 03:00,22-07-2023 23:58,Hyderabad,279,BURGLARY,60,F,Firearm,Other Crime,15,Yes,20-10-2023 10:00
13613,23-07-2023 08:00,07-22-2023 04:00,22-07-2023 13:42,Mumbai,145,ASSAULT,68,M,Poison,Violent Crime,15,Yes,03-09-2023 08:00
13614,24-07-2023 13:00,07-22-2023 05:00,22-07-2023 08:57,Ahmedabad,496,VEHICLE - STOLEN,32,F,None,Violent Crime,17,No,
13615,23-07-2023 11:00,07-22-2023 06:00,22-07-2023 20:58,Kolkata,432,BURGLARY,37,F,Firearm,Other Crime,8,Yes,29-10-2023 11:00
13616,24-07-2023 15:00,07-22-2023 07:00,22-07-2023 22:30,Indore,303,EXTORTION,50,F,Knife,Other Crime,4,Yes,28-08-2023 15:00
13617,23-07-2023 15:00,07-22-2023 08:00,22-07-2023 13:39,Kolkata,238,VANDALISM,57,M,Firearm,Other Crime,8,No,
13618,24-07-2023 08:00,07-22-2023 09:00,23-07-2023 08:07,Jaipur,391,ASSAULT,65,F,Other,Violent Crime,14,No,
13619,22-07-2023 12:00,07-22-2023 10:00,23-07-2023 00:18,Kalyan,267,ILLEGAL POSSESSION,35,F,None,Other Crime,19,Yes,07-08-2023 12:00
13620,23-07-2023 07:00,07-22-2023 11:00,22-07-2023 18:12,Hyderabad,273,ASSAULT,12,F,Explosives,Violent Crime,9,Yes,12-08-2023 07:00
13621,24-07-2023 06:00,07-22-2023 12:00,22-07-2023 18:32,Delhi,548,DRUG OFFENSE,35,F,Firearm,Other Crime,3,Yes,03-08-2023 06:00
13622,23-07-2023 14:00,07-22-2023 13:00,23-07-2023 08:14,Jaipur,428,FIREARM OFFENSE,16,F,Firearm,Fire Accident,15,No,
13623,25-07-2023 01:00,07-22-2023 14:00,22-07-2023 16:24,Bhopal,201,DRUG OFFENSE,57,F,Knife,Other Crime,6,Yes,13-09-2023 01:00
13624,24-07-2023 22:00,07-22-2023 15:00,23-07-2023 07:23,Thane,320,ROBBERY,54,F,Firearm,Violent Crime,7,Yes,04-09-2023 22:00
13625,24-07-2023 01:00,07-22-2023 16:00,23-07-2023 15:30,Pune,471,VEHICLE - STOLEN,15,F,Blunt Object,Violent Crime,9,Yes,11-10-2023 01:00
13626,25-07-2023 11:00,07-22-2023 17:00,23-07-2023 05:36,Delhi,454,ASSAULT,32,F,Explosives,Violent Crime,5,No,
13627,23-07-2023 08:00,07-22-2023 18:00,23-07-2023 12:43,Chennai,123,FRAUD,39,F,Explosives,Other Crime,7,Yes,30-09-2023 08:00
13628,24-07-2023 05:00,07-22-2023 19:00,23-07-2023 18:10,Ghaziabad,485,SEXUAL ASSAULT,26,F,Blunt Object,Violent Crime,15,No,
13629,25-07-2023 17:00,07-22-2023 20:00,23-07-2023 11:20,Bangalore,182,EXTORTION,31,F,None,Other Crime,17,No,
13630,23-07-2023 20:00,07-22-2023 21:00,23-07-2023 04:59,Lucknow,501,DOMESTIC VIOLENCE,70,M,Firearm,Violent Crime,17,No,
13631,24-07-2023 06:00,07-22-2023 22:00,23-07-2023 15:04,Kolkata,595,SHOPLIFTING,22,F,Explosives,Other Crime,4,Yes,11-09-2023 06:00
13632,24-07-2023 06:00,07-22-2023 23:00,23-07-2023 00:15,Varanasi,275,EXTORTION,66,F,Blunt Object,Other Crime,3,No,
13633,25-07-2023 09:00,07-23-2023 00:00,23-07-2023 16:58,Mumbai,416,ROBBERY,42,F,Poison,Violent Crime,8,No,
13634,24-07-2023 22:00,07-23-2023 01:00,23-07-2023 17:21,Nagpur,439,FIREARM OFFENSE,49,F,Knife,Fire Accident,17,No,
13635,26-07-2023 00:00,07-23-2023 02:00,23-07-2023 09:13,Ludhiana,339,TRAFFIC VIOLATION,69,M,None,Traffic Fatality,17,No,
13636,26-07-2023 00:00,07-23-2023 03:00,23-07-2023 19:18,Kolkata,232,COUNTERFEITING,35,F,Knife,Other Crime,8,Yes,13-08-2023 00:00
13637,25-07-2023 04:00,07-23-2023 04:00,23-07-2023 09:09,Kolkata,589,HOMICIDE,30,M,Other,Other Crime,6,Yes,01-06-2024 04:00
13638,23-07-2023 16:00,07-23-2023 05:00,24-07-2023 02:39,Mumbai,538,ILLEGAL POSSESSION,27,M,Firearm,Other Crime,1,No,
13639,26-07-2023 01:00,07-23-2023 06:00,24-07-2023 03:51,Mumbai,293,VEHICLE - STOLEN,49,F,Poison,Violent Crime,15,No,
13640,24-07-2023 02:00,07-23-2023 07:00,23-07-2023 21:36,Kolkata,377,DOMESTIC VIOLENCE,56,M,Knife,Violent Crime,7,No,
13641,24-07-2023 21:00,07-23-2023 08:00,23-07-2023 10:54,Delhi,524,BURGLARY,11,M,Other,Other Crime,1,No,
13642,24-07-2023 20:00,07-23-2023 09:00,23-07-2023 15:33,Kolkata,338,ILLEGAL POSSESSION,63,F,Firearm,Other Crime,4,No,
13643,24-07-2023 23:00,07-23-2023 10:00,23-07-2023 12:43,Mumbai,595,DRUG OFFENSE,14,F,Firearm,Other Crime,14,No,
13644,25-07-2023 02:00,07-23-2023 11:00,24-07-2023 08:53,Lucknow,353,IDENTITY THEFT,25,M,None,Violent Crime,5,Yes,09-08-2023 02:00
13645,25-07-2023 03:00,07-23-2023 12:00,23-07-2023 13:08,Chennai,206,VANDALISM,43,M,None,Other Crime,1,Yes,29-09-2023 03:00
13646,25-07-2023 16:00,07-23-2023 13:00,24-07-2023 08:21,Delhi,261,HOMICIDE,58,F,Explosives,Other Crime,7,Yes,17-09-2024 16:00
13647,24-07-2023 00:00,07-23-2023 14:00,23-07-2023 17:17,Surat,267,FIREARM OFFENSE,45,F,Blunt Object,Fire Accident,12,Yes,23-09-2023 00:00
13648,24-07-2023 02:00,07-23-2023 15:00,24-07-2023 06:07,Faridabad,512,EXTORTION,74,F,Knife,Other Crime,19,Yes,13-08-2023 02:00
13649,25-07-2023 15:00,07-23-2023 16:00,23-07-2023 17:05,Bangalore,461,ARSON,41,F,Poison,Fire Accident,16,No,
13650,25-07-2023 11:00,07-23-2023 17:00,23-07-2023 21:58,Varanasi,362,ARSON,25,F,Knife,Fire Accident,19,No,
13651,23-07-2023 21:00,07-23-2023 18:00,23-07-2023 18:51,Delhi,535,DOMESTIC VIOLENCE,36,F,Poison,Violent Crime,5,No,
13652,24-07-2023 19:00,07-23-2023 19:00,24-07-2023 07:47,Pune,335,FIREARM OFFENSE,65,M,Firearm,Fire Accident,9,No,
13653,25-07-2023 10:00,07-23-2023 20:00,24-07-2023 06:00,Lucknow,360,ILLEGAL POSSESSION,76,M,None,Other Crime,15,Yes,22-09-2023 10:00
13654,24-07-2023 06:00,07-23-2023 21:00,24-07-2023 05:36,Kolkata,200,KIDNAPPING,41,F,None,Other Crime,6,Yes,02-10-2023 06:00
13655,25-07-2023 02:00,07-23-2023 22:00,24-07-2023 17:52,Delhi,236,VANDALISM,17,M,Poison,Other Crime,15,Yes,03-09-2023 02:00
13656,24-07-2023 20:00,07-23-2023 23:00,24-07-2023 17:08,Mumbai,483,SEXUAL ASSAULT,20,M,None,Violent Crime,3,Yes,20-06-2024 20:00
13657,24-07-2023 01:00,07-24-2023 00:00,24-07-2023 15:59,Kolkata,596,COUNTERFEITING,79,M,Blunt Object,Other Crime,10,Yes,13-09-2023 01:00
13658,25-07-2023 09:00,07-24-2023 01:00,24-07-2023 06:34,Jaipur,499,DOMESTIC VIOLENCE,69,F,Firearm,Violent Crime,4,No,
13659,26-07-2023 05:00,07-24-2023 02:00,24-07-2023 18:38,Mumbai,246,SHOPLIFTING,22,F,Poison,Other Crime,7,Yes,22-10-2023 05:00
13660,26-07-2023 11:00,07-24-2023 03:00,24-07-2023 19:21,Kalyan,102,FRAUD,50,M,Poison,Other Crime,18,Yes,03-09-2023 11:00
13661,25-07-2023 09:00,07-24-2023 04:00,24-07-2023 06:47,Agra,277,ARSON,40,F,Knife,Fire Accident,1,No,
13662,25-07-2023 17:00,07-24-2023 05:00,24-07-2023 18:43,Chennai,427,IDENTITY THEFT,44,F,Poison,Violent Crime,5,No,
13663,24-07-2023 16:00,07-24-2023 06:00,24-07-2023 13:57,Vasai,301,ILLEGAL POSSESSION,48,F,Explosives,Other Crime,9,No,
13664,24-07-2023 20:00,07-24-2023 07:00,24-07-2023 20:15,Lucknow,467,FRAUD,70,M,Poison,Other Crime,13,Yes,01-09-2023 20:00
13665,27-07-2023 01:00,07-24-2023 08:00,24-07-2023 23:04,Rajkot,367,TRAFFIC VIOLATION,73,M,Firearm,Traffic Fatality,12,Yes,13-08-2023 01:00
13666,25-07-2023 12:00,07-24-2023 09:00,25-07-2023 05:03,Ahmedabad,464,ARSON,38,M,Other,Fire Accident,5,No,
13667,24-07-2023 17:00,07-24-2023 10:00,25-07-2023 04:58,Delhi,206,PUBLIC INTOXICATION,21,M,Other,Other Crime,8,No,
13668,26-07-2023 16:00,07-24-2023 11:00,24-07-2023 14:13,Pune,221,FIREARM OFFENSE,38,M,None,Fire Accident,4,Yes,15-09-2023 16:00
13669,25-07-2023 17:00,07-24-2023 12:00,24-07-2023 16:28,Surat,397,CYBERCRIME,35,M,Poison,Other Crime,11,No,
13670,26-07-2023 14:00,07-24-2023 13:00,24-07-2023 17:10,Kolkata,252,PUBLIC INTOXICATION,25,F,Firearm,Other Crime,17,Yes,03-08-2023 14:00
13671,27-07-2023 03:00,07-24-2023 14:00,25-07-2023 04:28,Delhi,545,EXTORTION,58,M,Blunt Object,Other Crime,18,Yes,28-08-2023 03:00
13672,25-07-2023 04:00,07-24-2023 15:00,25-07-2023 13:14,Pune,107,SEXUAL ASSAULT,58,M,None,Violent Crime,5,Yes,16-08-2024 04:00
13673,26-07-2023 17:00,07-24-2023 16:00,25-07-2023 06:39,Kanpur,310,SHOPLIFTING,69,M,Blunt Object,Other Crime,17,No,
13674,26-07-2023 07:00,07-24-2023 17:00,25-07-2023 13:52,Bangalore,560,FIREARM OFFENSE,67,F,Other,Fire Accident,17,No,
13675,27-07-2023 17:00,07-24-2023 18:00,24-07-2023 23:22,Delhi,138,VEHICLE - STOLEN,13,F,Other,Violent Crime,12,No,
13676,25-07-2023 01:00,07-24-2023 19:00,25-07-2023 18:40,Mumbai,387,TRAFFIC VIOLATION,44,F,Explosives,Traffic Fatality,5,Yes,29-07-2023 01:00
13677,25-07-2023 03:00,07-24-2023 20:00,24-07-2023 22:42,Mumbai,378,DRUG OFFENSE,36,F,Poison,Other Crime,11,No,
13678,26-07-2023 20:00,07-24-2023 21:00,25-07-2023 08:15,Faridabad,420,EXTORTION,51,F,Firearm,Other Crime,9,No,
13679,26-07-2023 07:00,07-24-2023 22:00,25-07-2023 17:12,Patna,540,ILLEGAL POSSESSION,68,M,Explosives,Other Crime,18,Yes,18-10-2023 07:00
13680,25-07-2023 16:00,07-24-2023 23:00,25-07-2023 12:10,Delhi,571,SHOPLIFTING,19,M,Knife,Other Crime,17,No,
13681,27-07-2023 02:00,07-25-2023 00:00,25-07-2023 19:29,Bhopal,256,EXTORTION,74,F,None,Other Crime,2,Yes,20-10-2023 02:00
13682,27-07-2023 18:00,07-25-2023 01:00,25-07-2023 03:53,Delhi,190,BURGLARY,46,F,Blunt Object,Other Crime,5,No,
13683,25-07-2023 07:00,07-25-2023 02:00,25-07-2023 19:20,Ahmedabad,253,ILLEGAL POSSESSION,61,F,Explosives,Other Crime,12,Yes,06-09-2023 07:00
13684,27-07-2023 11:00,07-25-2023 03:00,26-07-2023 00:51,Kolkata,306,HOMICIDE,66,F,Other,Other Crime,2,Yes,12-07-2024 11:00
13685,26-07-2023 19:00,07-25-2023 04:00,25-07-2023 04:02,Ludhiana,449,SHOPLIFTING,72,M,Knife,Other Crime,10,Yes,12-10-2023 19:00
13686,27-07-2023 07:00,07-25-2023 05:00,26-07-2023 01:06,Kolkata,140,VEHICLE - STOLEN,76,M,Explosives,Violent Crime,2,No,
13687,27-07-2023 08:00,07-25-2023 06:00,25-07-2023 08:44,Delhi,382,IDENTITY THEFT,22,F,Poison,Violent Crime,12,No,
13688,25-07-2023 23:00,07-25-2023 07:00,25-07-2023 19:20,Patna,455,FRAUD,15,M,Explosives,Other Crime,12,No,
